model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,8.0,rho_8,800,5.0,2,3000,2060203,3,0,8.6021
vicsek,8.0,rho_8,800,5.0,2,3000,2060204,4,0,9.0371
vicsek,8.0,rho_8,800,5.0,2,3000,2060205,5,0,8.6004
vicsek,8.0,rho_8,800,5.0,2,3000,2060206,6,0,8.7749
vicsek,8.0,rho_8,800,5.0,2,3000,2060207,7,0,8.7049
vicsek,8.0,rho_8,800,5.0,2,3000,2060208,8,0,8.6075
vicsek,8.0,rho_8,800,5.0,2,3000,2060209,9,0,9.029
vicsek,8.0,rho_8,800,5.0,2,3000,2060210,10,0,8.9712
vicsek,8.0,rho_8,800,5.0,2,3000,2060211,11,0,8.8758
vicsek,8.0,rho_8,800,5.0,2,3000,2060212,12,0,8.8722
vicsek,8.0,rho_8,800,5.0,2,3000,2060213,13,0,8.6865
vicsek,8.0,rho_8,800,5.0,2,3000,2060214,14,0,8.9819
vicsek,8.0,rho_8,800,5.0,2,3000,2060215,15,0,8.6245
vicsek,8.0,rho_8,800,5.0,2,3000,2060216,16,0,8.7221
vicsek,8.0,rho_8,800,5.0,2,3000,2060217,17,0,8.4843
vicsek,8.0,rho_8,800,5.0,2,3000,2060218,18,0,8.4019
vicsek,8.0,rho_8,800,5.0,2,3000,2060219,19,0,8.2645
