model,rho_label,eta,t,va_mean,va_stdev
voter,rho_4,0.050000000000000003,1300,0.9393559559007674,0.06900650450866246
voter,rho_4,0.050000000000000003,1350,0.9477594862038922,0.0630579516707278
voter,rho_4,0.050000000000000003,1400,0.9449435506842352,0.05904919716384035
voter,rho_4,0.050000000000000003,1450,0.9539278467108865,0.040333085899786146
voter,rho_4,0.050000000000000003,1500,0.9630076072240508,0.02150434144692861
voter,rho_4,0.050000000000000003,1550,0.9708741731285746,0.01431288713086612
voter,rho_4,0.050000000000000003,1600,0.9730377990870076,0.01629299806832329
voter,rho_4,0.050000000000000003,1650,0.9749586314455021,0.014204129828280718
voter,rho_4,0.050000000000000003,1700,0.9754761335612183,0.013498720508765258
voter,rho_4,0.050000000000000003,1750,0.9742611612200408,0.010945395396021523
voter,rho_4,0.050000000000000003,1800,0.96948317650411,0.01923595307237399
voter,rho_4,0.050000000000000003,1850,0.9667780093746373,0.015418293899312312
voter,rho_4,0.050000000000000003,1900,0.9608445186031729,0.02566592830640834
voter,rho_4,0.050000000000000003,1950,0.9627097708779055,0.02127410254065995
voter,rho_4,0.050000000000000003,2000,0.9623805223888885,0.025093794302825746
voter,rho_4,0.050000000000000003,2050,0.9591868135447825,0.02864712655011776
voter,rho_4,0.050000000000000003,2100,0.9672031853085876,0.021884205628283568
voter,rho_4,0.050000000000000003,2150,0.9676729624456971,0.01962663925641984
voter,rho_4,0.050000000000000003,2200,0.9639935519847939,0.019140470439492133
voter,rho_4,0.050000000000000003,2250,0.9633605617980658,0.02079638289414714
voter,rho_4,0.050000000000000003,2300,0.9628593604170849,0.02247136241268501
voter,rho_4,0.050000000000000003,2350,0.958251746059825,0.03238890534838044
voter,rho_4,0.050000000000000003,2400,0.9602683661711294,0.03368004390291351
voter,rho_4,0.050000000000000003,2450,0.9592603092096438,0.02863461117789398
voter,rho_4,0.050000000000000003,2500,0.9603481069631279,0.03246180340919085
voter,rho_4,0.050000000000000003,2550,0.9600974886349445,0.029770068686512084
voter,rho_4,0.050000000000000003,2600,0.956439180305557,0.028513205942446135
voter,rho_4,0.050000000000000003,2650,0.947671994795724,0.044092010295099675
voter,rho_4,0.050000000000000003,2700,0.9487711935221339,0.055906326025684946
voter,rho_4,0.050000000000000003,2750,0.9612827805110765,0.031419298049518346
voter,rho_4,0.050000000000000003,2800,0.9621685200517186,0.03179247757198637
voter,rho_4,0.050000000000000003,2850,0.960223307806056,0.03075353454220981
voter,rho_4,0.050000000000000003,2900,0.9632357086226241,0.025241401612919344
voter,rho_4,0.050000000000000003,2950,0.9642984808695113,0.021778251840731417
voter,rho_4,0.050000000000000003,3000,0.9671008430729675,0.017442279176194144
voter,rho_4,0.050000000000000003,3050,0.9632920304658334,0.029609568907226484
voter,rho_4,0.050000000000000003,3100,0.9649527418672686,0.025802305863769446
voter,rho_4,0.050000000000000003,3150,0.9713185019800141,0.02246578595610265
voter,rho_4,0.050000000000000003,3200,0.9648855370595687,0.03470083651069097
voter,rho_4,0.050000000000000003,3250,0.9638500334180244,0.034738613292441815
voter,rho_4,0.050000000000000003,3300,0.9739180698187987,0.01903409436246501
voter,rho_4,0.050000000000000003,3350,0.9721929357505321,0.025869972493128692
voter,rho_4,0.050000000000000003,3400,0.967230033207352,0.04987333282559601
voter,rho_4,0.050000000000000003,3450,0.9708734945506269,0.028002494621544666
voter,rho_4,0.050000000000000003,3500,0.9655261990872855,0.04134162246983538
voter,rho_4,0.050000000000000003,3550,0.9598135751749675,0.05947031864492133
voter,rho_4,0.050000000000000003,3600,0.9663545207906299,0.047560067465514284
voter,rho_4,0.050000000000000003,3650,0.9626019250530777,0.047304570608575645
voter,rho_4,0.050000000000000003,3700,0.9593907224736492,0.04341167248932357
voter,rho_4,0.050000000000000003,3750,0.9645442488607883,0.02963126448613139
voter,rho_4,0.050000000000000003,3800,0.9677673821547105,0.021546979091596665
voter,rho_4,0.050000000000000003,3850,0.9720188742161857,0.014285757912799636
voter,rho_4,0.050000000000000003,3900,0.9639929211056716,0.021999248374490347
voter,rho_4,0.050000000000000003,3950,0.9652060164813877,0.024285267296862242
voter,rho_4,0.050000000000000003,4000,0.9643957659035006,0.023721959511986707
voter,rho_4,0.050000000000000003,4050,0.9619494995907582,0.024516091607057946
voter,rho_4,0.050000000000000003,4100,0.9622922322599055,0.025037603099100948
voter,rho_4,0.050000000000000003,4150,0.9681601705626088,0.01868538000310727
voter,rho_4,0.050000000000000003,4200,0.9660844677020645,0.01981833759813118
voter,rho_4,0.050000000000000003,4250,0.9682998541412655,0.01933258071443191
voter,rho_4,0.050000000000000003,4300,0.9688569984005999,0.012257665121177489
voter,rho_4,0.050000000000000003,4350,0.9746712327838886,0.017771863356220934
voter,rho_4,0.050000000000000003,4400,0.9747195524919998,0.01669302900300123
voter,rho_4,0.050000000000000003,4450,0.9691715506689919,0.017964084498833945
voter,rho_4,0.050000000000000003,4500,0.9655826113236783,0.026438424033815015
voter,rho_4,0.050000000000000003,4550,0.967490193846521,0.02150431550844494
voter,rho_4,0.050000000000000003,4600,0.9621014599070847,0.02985110910110369
voter,rho_4,0.050000000000000003,4650,0.9605441677127265,0.03638194156310629
voter,rho_4,0.050000000000000003,4700,0.9580876458774629,0.04383431123147844
voter,rho_4,0.050000000000000003,4750,0.9647693960648466,0.02989022242410693
voter,rho_4,0.050000000000000003,4800,0.9600028820411757,0.03770909828401839
voter,rho_4,0.050000000000000003,4850,0.9568369331770045,0.04864908303016582
voter,rho_4,0.050000000000000003,4900,0.9582078789576662,0.04943500709194413
voter,rho_4,0.050000000000000003,4950,0.9655249311718166,0.03377417495157861
voter,rho_4,0.050000000000000003,5000,0.9596606114651198,0.040898148273423716
voter,rho_4,0.10000000000000001,0,0.04154680336355512,0.02827984488016173
voter,rho_4,0.10000000000000001,50,0.33673915871743804,0.1283563619598645
voter,rho_4,0.10000000000000001,100,0.44169871409391226,0.21570973147708122
voter,rho_4,0.10000000000000001,150,0.5123861404396817,0.20365948250691726
voter,rho_4,0.10000000000000001,200,0.5112253734722151,0.22604541252334562
voter,rho_4,0.10000000000000001,250,0.5913625234421918,0.22284274248865063
