model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,2.0,rho_2,200,3.4,11,3000,1601106,6,0,1.9224
vicsek,2.0,rho_2,200,3.4,11,3000,1601107,7,0,1.7767
vicsek,2.0,rho_2,200,3.4,11,3000,1601108,8,0,1.9617
vicsek,2.0,rho_2,200,3.4,11,3000,1601109,9,0,1.7855
vicsek,2.0,rho_2,200,3.4,11,3000,1601110,10,0,1.6923
vicsek,2.0,rho_2,200,3.4,11,3000,1601111,11,0,1.7379
vicsek,2.0,rho_2,200,3.4,11,3000,1601112,12,0,1.8251
vicsek,2.0,rho_2,200,3.4,11,3000,1601113,13,0,1.8913
vicsek,2.0,rho_2,200,3.4,11,3000,1601114,14,0,1.8222
vicsek,2.0,rho_2,200,3.4,11,3000,1601115,15,0,1.7835
vicsek,2.0,rho_2,200,3.4,11,3000,1601116,16,0,1.715
vicsek,2.0,rho_2,200,3.4,11,3000,1601117,17,0,1.7825
vicsek,2.0,rho_2,200,3.4,11,3000,1601118,18,0,1.6294
vicsek,2.0,rho_2,200,3.4,11,3000,1601119,19,0,1.7409
vicsek,2.0,rho_2,200,3.6,12,3000,1601200,0,0,1.7816
vicsek,2.0,rho_2,200,3.6,12,3000,1601201,1,0,1.6411
vicsek,2.0,rho_2,200,3.6,12,3000,1601202,2,0,1.7436
vicsek,2.0,rho_2,200,3.6,12,3000,1601203,3,0,1.6973
vicsek,2.0,rho_2,200,3.6,12,3000,1601204,4,0,1.725
vicsek,2.0,rho_2,200,3.6,12,3000,1601205,5,0,1.6809
vicsek,2.0,rho_2,200,3.6,12,3000,1601206,6,0,1.7
vicsek,2.0,rho_2,200,3.6,12,3000,1601207,7,0,1.7298
vicsek,2.0,rho_2,200,3.6,12,3000,1601208,8,0,1.6485
vicsek,2.0,rho_2,200,3.6,12,3000,1601209,9,0,1.7602
vicsek,2.0,rho_2,200,3.6,12,3000,1601210,10,0,1.7583
vicsek,2.0,rho_2,200,3.6,12,3000,1601211,11,0,1.847
vicsek,2.0,rho_2,200,3.6,12,3000,1601212,12,0,1.8022
vicsek,2.0,rho_2,200,3.6,12,3000,1601213,13,0,1.8746
vicsek,2.0,rho_2,200,3.6,12,3000,1601214,14,0,1.6991
vicsek,2.0,rho_2,200,3.6,12,3000,1601215,15,0,1.8187
vicsek,2.0,rho_2,200,3.6,12,3000,1601216,16,0,1.7594
vicsek,2.0,rho_2,200,3.6,12,3000,1601217,17,0,1.8493
vicsek,2.0,rho_2,200,3.6,12,3000,1601218,18,0,1.9111
vicsek,2.0,rho_2,200,3.6,12,3000,1601219,19,0,1.8154
vicsek,2.0,rho_2,200,3.8,13,3000,1601300,0,0,1.7576
vicsek,2.0,rho_2,200,3.8,13,3000,1601301,1,0,1.916
vicsek,2.0,rho_2,200,3.8,13,3000,1601302,2,0,1.8243
vicsek,2.0,rho_2,200,3.8,13,3000,1601303,3,0,1.7991
vicsek,2.0,rho_2,200,3.8,13,3000,1601304,4,0,1.7631
vicsek,2.0,rho_2,200,3.8,13,3000,1601305,5,0,1.7926
vicsek,2.0,rho_2,200,3.8,13,3000,1601306,6,0,1.7866
vicsek,2.0,rho_2,200,3.8,13,3000,1601307,7,0,1.5899
vicsek,2.0,rho_2,200,3.8,13,3000,1601308,8,0,1.6571
