model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev,source_run
voter,rho_2,2,200,0.40000000000000002,1200507,7,3000,0.022464415530899663,0.995,1500,0.47894029577665065,0.19843695433140998,0.9437874750166556,0.10595193058783788,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200508,8,3000,0.0608099391958931,0.99,1500,0.48183299592755907,0.2042907843019095,0.9831112591605596,0.02496727264529632,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200509,9,3000,0.09031832176025878,0.995,1500,0.42403264823895886,0.16934733009176606,0.9817521652231844,0.04152763947559592,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200510,10,3000,0.04019375864940132,1.0,1500,0.4189103980951198,0.18002391355943298,0.9357028647568287,0.11559086535284273,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200511,11,3000,0.05345024837610968,1.0,1500,0.5200501037771674,0.19930672452291714,0.9352831445702864,0.10384658732912289,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200512,12,3000,0.06542607962732222,0.975,1500,0.5030592924629738,0.21241923975365318,0.9914556962025316,0.010192821336302485,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200513,13,3000,0.13187407657870506,1.0,1500,0.48900584213081555,0.19033485484711848,0.9854830113257829,0.019751534854447833,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200514,14,3000,0.06405204891569265,0.99,1500,0.472414949104917,0.19130071493307607,0.9569820119920054,0.09883171153403156,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200515,15,3000,0.05193804033797687,0.995,1500,0.4722721308916204,0.19006600585084582,0.9590439706862093,0.06291049391895114,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200516,16,3000,0.005134194809383204,0.995,1500,0.5400854840413521,0.18397587927620349,0.9491205862758161,0.05508723125393549,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200517,17,3000,0.013621003107222893,0.995,1500,0.48150792682270965,0.18764434106985897,0.9549900066622252,0.05257667761198063,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200518,18,3000,0.09991046650884514,1.0,1500,0.4316137386358043,0.17276314354627142,0.9587375083277815,0.08864169533625833,final_fine_grid_steps3000_R20_v1
